Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
"Urgent need for individual mobile phone and institutional reporting of at home, hospitalized, and intensive care unit cases of SARS-CoV-2 (COVID-19) infection","McCullough, Peter A.; Eidt, John; Rangaswami, Janani; Lerma, Edgar; Tumlin, James; Wheelan, Kevin; Katz, Nevin; Lepor, Norman E.; Vijay, Kris; Soman, Sandeep; Singh, Bhupinder; McCullough, Sean P.; McCullough, Haley B.; Palazzuoli, Alberto; Ruocco, Gaetano M.; Ronco, Claudio","Approximately 90 days of the SARS-CoV-2 (COVID-19) spreading originally from Wuhan, China, and across the globe has led to a widespread chain of events with imminent threats to the fragile relationship between community health and economic health. Despite near hourly reporting on this crisis, there has been no regular, updated, or accurate reporting of hospitalizations for COVID-19. It is known that many test-positive individuals may not develop symptoms or have a mild self-limited viral syndrome consisting of fever, malaise, dry cough, and constitutional symptoms. However some individuals develop a more fulminant syndrome including viral pneumonia, respiratory failure requiring oxygen, acute respiratory distress syndrome requiring mechanical ventilation, and in substantial fractions leading to death attributable to COVID-19. The pandemic is evolving in a clustered, non-inform fashion resulting in many hospitals with preparedness but few or no cases, and others that are completely overwhelmed. Thus, a considerable risk of spread when personal protection equipment becomes exhausted and a large fraction of mortality in those not offered mechanical ventilation are both attributable to a crisis due to maldistribution of resources. The pandemic is amenable to self-reporting through a mobile phone application that could obtain critical information on suspected cases and report on the results of self testing and actions taken. The only method to understand the clustering and the immediate hospital resource needs is mandatory, uniform, daily reporting of hospital censuses of COVID-19 cases admitted to hospital wards and intensive care units. Current reports of hospitalizations are delayed, uncertain, and wholly inadequate. This paper urges all the relevant stakeholders to take up self-reporting and reporting of hospitalizations of COVID-19 as an urgent task in combating this devastating pandemic.",2020,,Rev Cardiovasc Med,,,,32259899,10.31083/j.rcm.2020.01.42,50369,#42773,McCullough 2020,,,42773,09-04-20
KCDC Risk Assessments on the Initial Phase of the COVID-19 Outbreak in Korea,"Kim, Inho; Lee, Jia; Lee, Jihee; Shin, Eensuk; Chu, Chaeshin; Lee, Seon Kui","Objectives: This study aims to evaluate the risk assessments of coronavirus 2019 (COVID-19) in the Korea Centers for Disease Control and Prevention (KCDC), from the point of detection to the provision of basic information to the relevant public health authorities. Methods: To estimate the overall risk of specific public health events, probability, and impact at the country-level were evaluated using available information. To determine the probability of particular public health events, the risk of importation and risk of transmission were taken into consideration. KCDC used 5 levels (""very low,"" ""low,"" ""moderate,"" ""high,"" and ""very high"") for each category and overall risk was eventually decided. Results: A total of 8 risk assessments were performed on 8 separate occasions between January 8(th) to February 28(th), 2020, depending on the detection and report of COVID-19 cases in other countries. The overall risk of the situation in each assessment increased in severity over this period: ""low"" (first), ""moderate"" (second), ""high"" (third), ""high"" (fourth), ""high"" (fifth), ""high"" (sixth), ""high"" (seventh), and ""very high"" (eighth). Conclusion: The KCDC's 8 risk assessments were utilized to activate national emergency response mechanisms and eventually prepare for the pandemic to ensure the containment and mitigation of COVID-19 with non-pharmaceutical public health measures.",2020,,Osong Public Health Res Perspect,,,,32257771,10.24171/j.phrp.2020.11.2.02,50426,#42917,Kim 2020,,,42917,09-04-20
Cross-Country Comparison of Case Fatality Rates of COVID-19/SARS-COV-2,"Khafaie, Morteza Abdullatif; Rahim, Fakher","Objectives: Case fatality rates (CFR) and recovery rates are important readouts during epidemics and pandemics. In this article, an international analysis was performed on the ongoing coronavirus disease 2019 (COVID-19) pandemic. Methods: Data were retrieved from accurate databases according to the user's guide of data sources for patient registries, CFR and recovery rates were calculated for each country. A comparison of CFR between countries with total cases >/= 1,000 was observed for 12(th) and 23(rd) March. Results: Italy's CFR was the highest of all countries studied for both time points (12(th) March, 6.22% versus 23(rd) March, 9.26%). The data showed that even though Italy was the only European country reported on 12(rd) March, Spain and France had the highest CFR of 6.16 and 4.21%, respectively, on 23(rd) March, which was strikingly higher than the overall CFR of 3.61%. Conclusion: Obtaining detailed and accurate medical history from COVID-19 patients, and analyzing CFR alongside the recovery rate, may enable the identification of the highest risk areas so that efficient medical care may be provided. This may lead to the development of point-of-care tools to help clinicians in stratifying patients based on possible requirements in the level of care, to increase the probabilities of survival from COVID-19 disease.",2020,,Osong Public Health Res Perspect,,,,32257772,10.24171/j.phrp.2020.11.2.03,50425,#42918,Khafaie 2020,,,42918,09-04-20
"Coronavirus Disease-19: Summary of 2,370 Contact Investigations of the First 30 Cases in the Republic of Korea",,"Between January 24(th) and March 10(th), a total of 2,370 individuals had contact with the first 30 cases of COVID-19. There were 13 individuals who contracted COVID-19 resulting in a secondary attack rate of 0.55% (95% CI 0.31-0.96). There were 119 household contacts, of which 9 individuals developed COVID-19 resulting in a secondary attack rate of 7.56% (95% CI 3.7-14.26).",2020,,Osong Public Health Res Perspect,,,,32257773,10.24171/j.phrp.2020.11.2.04,50424,#42922,,,,42922,09-04-20
"Coronavirus Disease-19: The First 7,755 Cases in the Republic of Korea",,"We report the first 7,755 patients with confirmed COVID-19 in Korea as of March 12(th), 2020. A total of 66 deaths have been recorded, giving a case fatality proportion of 0.9%. Older people, and those with comorbidities were at a higher risk of a fatal outcome. The highest number of cases of COVID-19 were in Daegu, followed by Gyeongbuk. This summary may help to understand the disease dynamics in the early phase of the COVID-19 outbreaks, and may therefore, guide future public health measures.",2020,,Osong Public Health Res Perspect,,,,32257774,10.24171/j.phrp.2020.11.2.05,50423,#42923,,,,42923,09-04-20
High-Dose Intravenous Immunoglobulin as a Therapeutic Option for Deteriorating Patients With Coronavirus Disease 2019,"Cao, Wei; Liu, Xiaosheng; Bai, Tao; Fan, Hongwei; Hong, Ke; Song, Hui; Han, Yang; Lin, Ling; Ruan, Lianguo; Li, Taisheng","The outbreak of coronavirus disease 2019 (COVID-19) has spread rapidly in China. Until now, no definite effective treatment has been identified. We reported on 3 patients with severe COVID-19 who received high-dose intravenous immunoglobulin (IVIg) with satisfactory recovery. Based on these observations, randomized studies of high-dose IVIg should be considered in deteriorating patients infected with COVID-19.",2020,,Open Forum Infect Dis,,,,32258207,10.1093/ofid/ofaa102,50422,#42928,Cao 2020,,,42928,09-04-20
New threat: 2019 novel Coronavirus infection and infection control perspective in Turkey,"Kilic, Aysegul Ulu; Kara, Fatih; Alp, Emine; Doganay, Mehmet",,2020,,North Clin Istanb,,,,32259028,10.14744/nci.2020.38159,50418,#42982,Kilic 2020,,,42982,09-04-20
COVID-19 Pandemic: Public Health Implications in Nepal,"Asim, Mohammad; Sathian, Brijesh; van Teijlingen, Edwin; Mekkodathil, Ahammed; Subramanya, Supram Hosuru; Simkhada, Padam",,2020,,Nepal J Epidemiol,,,,32257511,10.3126/nje.v10i1.28269,50431,#42998,Asim 2020,,,42998,09-04-20
Evidence synthesis relevant to COVID-19: a protocol for multiple systematic reviews and overviews of systematic reviews,"Rada, Gabriel; Verdugo-Paiva, Francisca; Avila, Camila; Morel-Marambio, Macarena; Bravo-Jeria, Rocio; Pesce, Franco; Madrid, Eva; Izcovich, Ariel","Introduction: The evidence on COVID-19 is being produced at high speed, so it is challenging for decision-makers to keep up. It seems appropriate, then, to put into practice a novel approach able to provide the scientific community and other interested parties with quality evidence that is actionable, and rapidly and efficiently produced. Methods and analysis: We designed a protocol for multiple parallel systematic reviews and overviews of systematic reviews in line with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses Protocols (PRISMA-P). We will search for primary studies and systematic reviews that answer different questions related to COVID-19 using both a centralized repository (Epistemonikos database) and a manual search in MEDLINE/PubMed, EMBASE, and the Cochrane Central Register of Controlled Trials. We will also search for literature in several other sources. At least two researchers will independently undertake the selection of studies, data extraction, and assessment of the quality of the included studies. We will synthesize data for each question using meta-analysis, when possible, and we will prepare Summary of Findings tables according to the GRADE approach. All the evidence will be organized in an open platform (L.OVE - Living OVerview of Evidence) that will be continuously updated using artificial intelligence and a broad network of experts. Ethics and dissemination: No ethics approval is considered necessary. The results of these articles will be widely disseminated via peer-reviewed publications, social networks, and traditional media, and will be sent to relevant international organizations discussing this topic.",2020,,Medwave,,,,32255438,10.5867/medwave.2020.03.7867,50461,#43114,Rada 2020,,,43114,09-04-20
When will the battle against novel coronavirus end in Wuhan: A SEIR modeling analysis,"Wan, Kangkang; Chen, Jing; Lu, Changming; Dong, Lanlan; Wu, Zhicheng; Zhang, Lianglu","Background: Recent outbreak of 2019-nCoV in Wuhan raised serious public health concerns. By February 15, 2020 in Wuhan, the total number of confirmed infection cases has reached 37 914, and the number of deaths has reached 1123, accounting for 56.9% of the total confirmed cases and 73.7% of the total deaths in China. People are eager to know when the epidemic will be completely controlled and when people's work and life will be on the right track. Method: In this study we analyzed the epidemic dynamics and trend of 2019-nCoV in Wuhan by using the data after the closure of Wuhan city till February 12, 2020 based on the SEIR modeling method. Results: The optimal parameters were estimated as R0 = 1.44 (interquartile range: 1.40-1.47), TI = 14 (interquartile range = 14-14) and TE = 3.0 (interquartile range = 2.8-3.1). Based on these parameters, the number of infected individuals in Wuhan city may reach the peak around February 19 at about 47 000 people. Once entering March, the epidemic would gradually decline, and end around the late March. It is worth noting that the above prediction is based on the assumption that the number of susceptible population N = 200 000 will not increase. If the epidemic situation is not properly controlled, the peak of infected number can be further increased and the peak time will be a little postponed. It was expected that the epidemic would subside in early March, and disappear gradually towards the late March. Conclusions: The epidemic situation of 2019-nCoV in Wuhan was effectively controlled after the closure of the city, and the disease transmission index also decreased significantly. It is expected that the peak of epidemic situation would be reached in late February and end in March.",2020,,J Glob Health,,,,32257174,10.7189/jogh.10.011002,50433,#44411,Wan 2020,,,44411,09-04-20
A cascade of causes that led to the COVID-19 tragedy in Italy and in other European Union countries,"Rudan, Igor",,2020,,J Glob Health,,,,32257150,10.7189/jogh-10-010335,50435,#44412,Rudan 2020,,,44412,09-04-20
An evidence-based framework for priority clinical research questions for COVID-19,"Harris, Carlyn; Carson, Gail; Baillie, J. Kenneth; Horby, Peter; Nair, Harish","Background: On 31 December, 2019, the World Health Organization China Country Office was informed of cases of pneumonia of unknown aetiology. Since then, there have been over 75 000 cases globally of the 2019 novel coronavirus (COVID-19), 2000 deaths, and over 14 000 cases recovered. Outbreaks of novel agents represent opportunities for clinical research to inform real-time public health action. In 2018, we conducted a systematic review to identify priority research questions for Severe Acute Respiratory Syndrome-related coronavirus (SARS-CoV) and Middle East Respiratory Syndrome-related coronavirus (MERS-CoV). Here, we review information available on COVID-19 and provide an evidenced-based framework for priority clinical research in the current outbreak. Methods: Three bibliographic databases were searched to identify clinical studies published on SARS-CoV and MERS-CoV in the outbreak setting. Studies were grouped thematically according to clinical research questions addressed. In February 2020, available information on COVID19 was reviewed and compared to the results of the SARS-CoV and MERS-CoV systematic review. Results: From the research objectives for SARS-CoV and MERS-CoV, ten themes in the literature were identified: Clinical characterisation, prognosis, diagnosis, clinical management, viral pathogenesis, epidemiological characterisation, infection prevention and control/transmission, susceptibility, psychosocial, and aetiology. For COVID19, some information on clinical presentation, diagnostic testing, and aetiology is available but many clinical research gaps have yet to be filled. Conclusions: Based on a systematic review of other severe coronaviruses, we summarise the state of clinical research for COVID-19, highlight the research gaps, and provide recommendations for the implementation of standardised protocols. Data based on internationally standardised protocols will inform clinical practice real-time.",2020,,J Glob Health,,,,32257173,10.7189/jogh.10-011001,50434,#44413,Harris 2020,,,44413,09-04-20
COVID-19 and treatment with NSAIDs and corticosteroids: should we be limiting their use in the clinical setting?,"Russell, Beth; Moss, Charlotte; Rigg, Anne; Van Hemelrijck, Mieke","Given the current SARS-CoV-2 (COVID-19) pandemic, the availability of reliable information for clinicians and patients is paramount. There have been a number of reports stating that non-steroidal anti-inflammatory drugs (NSAIDs) and corticosteroids may exacerbate symptoms in COVID-19 patients. Therefore, this review aimed to collate information available in published articles to identify any evidence behind these claims with the aim of advising clinicians on how best to treat patients. This review found no published evidence for or against the use of NSAIDs in COVID-19 patients. Meanwhile, there appeared to be some evidence that corticosteroids may be beneficial if utilised in the early acute phase of infection, however, conflicting evidence from the World Health Organisation surrounding corticosteroid use in certain viral infections means this evidence is not conclusive. Given the current availability of literature, caution should be exercised until further evidence emerges surrounding the use of NSAIDs and corticosteroids in COVID-19 patients.",2020,,Ecancermedicalscience,,,,32256706,10.3332/ecancer.2020.1023,50437,#44723,Russell 2020,,,44723,09-04-20
Associations between immune-suppressive and stimulating drugs and novel COVID-19-a systematic review of current evidence,"Russell, Beth; Moss, Charlotte; George, Gincy; Santaolalla, Aida; Cope, Andrew; Papa, Sophie; Van Hemelrijck, Mieke","Background: Cancer and transplant patients with COVID-19 have a higher risk of developing severe and even fatal respiratory diseases, especially as they may be treated with immune-suppressive or immune-stimulating drugs. This review focuses on the effects of these drugs on host immunity against COVID-19. Methods: Using Ovid MEDLINE, we reviewed current evidence for immune-suppressing or -stimulating drugs: cytotoxic chemotherapy, low-dose steroids, tumour necrosis factoralpha (TNFalpha) blockers, interlukin-6 (IL-6) blockade, Janus kinase (JAK) inhibitors, IL-1 blockade, mycophenolate, tacrolimus, anti-CD20 and CTLA4-Ig. Results: 89 studies were included. Cytotoxic chemotherapy has been shown to be a specific inhibitor for severe acute respiratory syndrome coronavirus in in vitro studies, but no specific studies exist as of yet for COVID-19. No conclusive evidence for or against the use of non-steroidal anti-inflammatory drugs (NSAIDs) in the treatment of COVID-19 patients is available, nor is there evidence indicating that TNFalpha blockade is harmful to patients in the context of COVID-19. COVID-19 has been observed to induce a pro-inflammatory cytokine generation and secretion of cytokines, such as IL-6, but there is no evidence of the beneficial impact of IL-6 inhibitors on the modulation of COVID-19. Although there are potential targets in the JAK-STAT pathway that can be manipulated in treatment for coronaviruses and it is evident that IL-1 is elevated in patients with a coronavirus, there is currently no evidence for a role of these drugs in treatment of COVID-19. Conclusion: The COVID-19 pandemic has led to challenging decision-making about treatment of critically unwell patients. Low-dose prednisolone and tacrolimus may have beneficial impacts on COVID-19. The mycophenolate mofetil picture is less clear, with conflicting data from pre-clinical studies. There is no definitive evidence that specific cytotoxic drugs, low-dose methotrexate for auto-immune disease, NSAIDs, JAK kinase inhibitors or anti-TNFalpha agents are contraindicated. There is clear evidence that IL-6 peak levels are associated with severity of pulmonary complications.",2020,,Ecancermedicalscience,,,,32256705,10.3332/ecancer.2020.1022,50438,#44724,Russell 2020,,,44724,09-04-20
Sharing Our Experience of Operating an Endoscopy Unit in the Midst of a COVID-19 Outbreak,"Han, Jimin; Kim, Eun Young",,2020,,Clin Endosc,,,,32252508,10.5946/ce.2020.076,50528,#44768,Han 2020,,,44768,09-04-20
Suspected acute abdomen as an extrapulmonary manifestation of Covid-19 infection,"Blanco-Colino, Ruth; Vilallonga, Ramon; Martin, Rocio; Petrola, Carlos; Armengol, Manuel",,2020,,Cir Esp,,,,32252978,10.1016/j.ciresp.2020.03.006,50520,#44810,Blanco-Colino 2020,,,44810,09-04-20
Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons,"Balibrea, Jose Mose; Badia, Josep Mose; Rubio Perez, Ines; Martin Antona, Esteban; Alvarez Pena, Estibaliz; Garcia Botella, Sandra; Alvarez Gallego, Mario; Martin Perez, Elena; Martinez Cortijo, Sagrario; Pascual Miguelanez, Isabel; Perez Diaz, Lola; Ramos Rodriguez, Jose Luis; Espin Basany, Eloy; Sanchez Santos, Raquel; Soria Aledo, Victoriano; Lopez Barrachina, Ruth; Morales-Conde, Salvador","Due to the current pandemic of respiratory disease known as coronavirus disease 2019 (COVID-19) caused by the SARS-CoV-2 virus, many patients with confirmed or suspected COVID-19 infection will require elective surgery, surgery that cannot be postponed, or emergency surgical treatment. In these situations, special measures need to be adopted in order to minimize the possibility of transmission between patients, exposure of healthcare personnel and the development of postoperative complications. This document explains the main principles to consider when managing confirmed or suspected COVID-19 patients during evaluation as well as when surgical treatment is required.",2020,,Cir Esp,,,,32252979,10.1016/j.ciresp.2020.03.001,50519,#44811,Balibrea 2020,,,44811,09-04-20
Contributions and challenges of general practitioners in China fighting against the novel coronavirus crisis,"Li, Donald Kwok Tung; Zhu, Shanzhu",,2020,,Fam Med Community Health,,,,32257058,10.1136/fmch-2020-000361,50436,#44933,Li 2020,,,44933,09-04-20
Covid 19 pandemic and gynaecological laparoscopic surgery: knowns and unknowns,"Mallick, R.; Odejinmi, F.; Clark, T. J.","The worldwide impact of COVID 19 continues to be felt as hospitals in all countries reduce elective and non-urgent cases to allow staffing and resources to be deployed elsewhere. Urgent gynaecological and cancer procedures are continuing, and it is imperative all theatre staff are protected and risks of SARS-CoV-2 viral transmission reduced when operating on asymptomatic, suspected or confirmed COVID 19 patients. In particular, there are concerns relating to the transmission of COVID 19 during gynaecological laparoscopic surgery, arising from the potential generation of SARS-CoV-2 contaminated aerosols from CO2 leakage and the creation of smoke from the use of energy devices. The aim of this paper is to review all the up to date evidence, including experiences from China and Italy, to guide the safe management of such patients when undergoing gynaecological procedures.",2020,,Facts Views Vis Obgyn,,,,32259155,,50407,#44935,Mallick 2020,,,44935,09-04-20
Covid-19: UK government writes off pound13.4bn of hospital debts to ease pressures,"Iacobucci, Gareth",,2020,,BMJ,,,,32253181,10.1136/bmj.m1407,50504,#45042,Iacobucci 2020,,,45042,09-04-20
COVID-19 virus and children: What do we know?,"Morand, A.; Fabre, A.; Minodier, P.; Boutin, A.; Vanel, N.; Bosdure, E.; Fournier, P. E.",,2020,,Arch Pediatr,,,,32253003,10.1016/j.arcped.2020.03.001,50518,#45152,Morand 2020,,,45152,09-04-20
"Coronavirus Disease (COVID-19) and Pediatric Patients: A Review of Epidemiology, Symptomatology, Laboratory and Imaging Results to Guide the Development of a Management Algorithm","Hasan, Ali; Mehmood, Noormah; Fergie, Jamie","Coronavirus disease (COVID-19) has been declared a worldwide pandemic. Compared to adults, there has been a significantly smaller number of reported cases of COVID-19 in the pediatric population, although the incidence is increasing every day. This article looks to review specific epidemiological factors, symptomatology, laboratory and imaging workup, and other relevant metrics derived from the limited published literature that are specific to the pediatric population, to provide a review for the pediatric practitioner and guide, in part, the creation of a clinical algorithm for the management of COVID-19 in the pediatric population that can be utilized by pediatric institutions.",2020,,Cureus,,,,32257728,10.7759/cureus.7485,50428,#45234,Hasan 2020,,,45234,09-04-20
COVID-19: Emergency Medicine Physician Empowered to Shape Perspectives on This Public Health Crisis,"Gaeta, Christopher; Brennessel, Ryan","COVID-19 (Coronavirus Disease 2019) has sparked a remarkable public response in the United States. The following publication highlights the integral role that Emergency Medicine (EM) providers are afforded as a result of the public health circumstances. By embracing the unique outlet of direct patient coordination of care, EM providers can correct public misconceptions and promote more appropriate social distancing practices to the greater community.",2020,,Cureus,,,,32257730,10.7759/cureus.7504,50427,#45235,Gaeta 2020,,,45235,09-04-20
ACE2 the Janus-faced protein - from cardiovascular protection to severe acute respiratory syndrome-coronavirus and COVID-19,"Touyz, Rhian M.; Li, Hongliang; Delles, Christian","Angiotensin converting enzyme 2 (ACE2) is the major enzyme responsible for conversion of Ang II into Ang-(1-7). It also acts as the receptor for severe acute respiratory syndrome (SARS)-coronavirus (CoV)-2, which causes Coronavirus Disease (COVID)-19. In recognition of the importance of ACE2 and to celebrate 20 years since its discovery, the journal will publish a focused issue on the basic science and (patho)physiological role of this multifunctional protein.",2020,,Clin Sci (Lond),,,,32255491,10.1042/CS20200363,50455,#45274,Touyz 2020,,,45274,09-04-20
The occurrence of diarrhea in COVID-19 patients,"Li, Xiang-Yu; Dai, Wei-Jie; Wu, Shang-Nong; Yang, Xiao-Zhong; Wang, Hong-Gang",,2020,,Clin Res Hepatol Gastroenterol,,,,32253163,10.1016/j.clinre.2020.03.017,50511,#45276,Li 2020,,,45276,09-04-20
Laboratory Parameters in Detection of COVID-19 Patients with Positive RT-PCR; a Diagnostic Accuracy Study,"Mardani, Rajab; Ahmadi Vasmehjani, Abbas; Zali, Fatemeh; Gholami, Alireza; Mousavi Nasab, Seyed Dawood; Kaghazian, Hooman; Kaviani, Mehdi; Ahmadi, Nayebali","Introduction: The role of laboratory parameters in screening of COVID-19 cases has not been definitely established. This study aimed to evaluate the accuracy of laboratory parameters in predicting cases with positive RT-PCR for COVID-19. Methods: This diagnostic accuracy study was conducted on suspected COVID-19 patients, who presented to Behpooyan Clinic Medical center in Tehran (Iran) from 22 February to 14 March, 2020. Patients were divided into two groups based on the results of real time reverse transcriptase-polymerase chain reaction (RT-PCR) for COVID-19, and the accuracy of different laboratory parameters in predicting cases with positive RT-PCR was evaluated using area under the ROC curve (AUC). Results: Two hundred cases with the mean age of 41.3+/- 14.6 (range: 19-78) years were studied (0.53% male). The result of RT-PCR for COVID-19 was positive in 70 (35%) cases. Patients with positive RT-PCR had significantly higher neutrophil (NEU) count (p = 0.0001), and C-reactive protein (CRP) (p = 0.04), lactate dehydrogenase (LDH) (p = 0.0001), aspartate aminotransferase (AST) (p = 0.001), alanine aminotransferase (ALT) (p = 0.0001), and Urea (p = 0.001) levels in serum. In addition, patients with positive RT-PCR had lower white blood cell (WBC) count (p = 0.0001) and serum albumin level (p = 0.0001) compared to others. ALT (AUC = 0.879), CRP (AUC = 0.870), NEU (AUC = 0.858), LDH (AUC = 0.835), and Urea (AUC = 0.835) had very good accuracy in predicting cases with positive RT-PCR for COVID-19, respectively. Conclusion: Our findings suggest that level of LDH, CRP, ALT and NEU can be used to predict the result of COVID-19 test. They can help in detection of COVID-19 patients.",2020,,Arch Acad Emerg Med,,,,32259132,,50408,#45336,Mardani 2020,,,45336,09-04-20
Epidemiological and Clinical Aspects of COVID-19; a Narrative Review,"Kolifarhood, Goodarz; Aghaali, Mohammad; Mozafar Saadati, Hossein; Taherpour, Niloufar; Rahimi, Sajjad; Izadi, Neda; Hashemi Nazari, Seyed Saeed","There are significant misconceptions and many obstacles in the way of illuminating the epidemiological and clinical aspects of COVID-19 as a new emerging epidemic. In addition, usefulness of some evidence published in the context of the recent epidemic for decision making in clinic as well as public health is questionable. However, misinterpreting or ignoring strong evidence in clinical practice and public health probably results in less effective and somehow more harmful decisions for individuals as well as subgroups in general populations of countries in the initial stages of this epidemic. Accordingly, our narrative review appraised epidemiological and clinical aspects of the disease including genetic diversity of coronavirus genus, mode of transmission, incubation period, infectivity, pathogenicity, virulence, immunogenicity, diagnosis, surveillance, clinical case management and also successful measures for preventing its spread in some communities.",2020,,Arch Acad Emerg Med,,,,32259130,,50409,#45337,Kolifarhood 2020,,,45337,09-04-20
Metronidazole; a Potential Novel Addition to the COVID-19 Treatment Regimen,"Gharebaghi, Reza; Heidary, Fatemeh; Moradi, Mohammad; Parvizi, Maryam","Coronavirus disease 2019 or COVID-19 has rapidly emerged as a global pandemic. This viral infection involves the upper respiratory tract and could lead to severe pneumonia with respiratory distress or even death. Certain studies have found higher initial plasma levels of most pro-inflammatory cytokines during the course of the infection. In this context, both in vitro and in vivo studies have revealed that metronidazole could decrease the levels of several cytokines, which are known to increase during the COVID-19 infection, including interleukin (IL)8, IL6, IL1B, tumor necrosis factor (TNF)alpha, IL12, IL1alpha, and interferon (IFN)gamma, as well as the levels of C-reactive protein (CRP) and neutrophil count. Furthermore, the drug could decrease neutrophil-generated reactive oxygen species during inflammation. Metronidazole could counteract majority of the immunopathological manifestations of the COVID-19 infection. Therefore, studies with a large sample size are required to determine the efficacy of metronidazole in the treatment of COVID-19 infection.",2020,,Arch Acad Emerg Med,,,,32259129,,50410,#45339,Gharebaghi 2020,,,45339,09-04-20
"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 14, 2020",,"After detection of the first confirmed cases of COVID-19 in Iran, the National Committee on COVID-19 Epidemiology in Ministry of Health and Medical Education was established. This Committee is official source of gathering, analyzing, and reporting the COVID-19 data in Iran. The data of all sources in the country including, medical care monitoring center (MCMC), Hospitals' Information Systems (HIS), Laboratory portal, the data of the center for communicable disease control (MOH), as well as the data from community health centers are integrated and used in this regards. This factsheet contain daily situation report on coronavirus disease (covid-19) in Iran; March 14, 2020.",2020,,Arch Acad Emerg Med,,,,32259119,,50417,#45346,,,,45346,09-04-20
"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 15, 2020",,"After detection of the first confirmed cases of COVID-19 in Iran, the National Committee on COVID-19 Epidemiology in Ministry of Health and Medical Education was established. This Committee is official source of gathering, analyzing, and reporting the COVID-19 data in Iran. The data of all sources in the country including, medical care monitoring center (MCMC), Hospitals' Information Systems (HIS), Laboratory portal, the data of the center for communicable disease control (MOH), as well as the data from community health centers are integrated and used in this regards. This factsheet contain daily situation report on coronavirus disease (covid-19) in Iran; March 15, 2020.",2020,,Arch Acad Emerg Med,,,,32259120,,50416,#45347,,,,45347,09-04-20
"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 16, 2020",,"After detection of the first confirmed cases of COVID-19 in Iran, the National Committee on COVID-19 Epidemiology in Ministry of Health and Medical Education was established. This Committee is official source of gathering, analyzing, and reporting the COVID-19 data in Iran. The data of all sources in the country including, medical care monitoring center (MCMC), Hospitals' Information Systems (HIS), Laboratory portal, the data of the center for communicable disease control (MOH), as well as the data from community health centers are integrated and used in this regards. This factsheet contain daily situation report on coronavirus disease (covid-19) in Iran; March 16, 2020.",2020,,Arch Acad Emerg Med,,,,32259121,,50415,#45348,,,,45348,09-04-20
"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 17, 2020",,"The main strategy of the Ministry of Health (MOH) for the control of COVID-19 is active case finding using electronic tools, taking advantage of the capacity of the national primary health care (PHC) network, and community engagement. To accomplish this, all people are asked to participate in the screening process using the MOH's self-assessment portal (salamat.gov.ir). Health workers and public volunteers actively contact suspected cases using information recorded in this portal, as well as the electronic health record (SIB portal). They actively evaluate individuals, follow-up them, and provide them with necessary information. Where needed, clients are referred to 16-hour treatment clinics, which are specifically set up for the diagnosis and treatment of the disease, to the hospitals, or will be treated at home. The preliminary results of this national campaign (launched nationwide last week) is provided in this factsheet.",2020,,Arch Acad Emerg Med,,,,32259123,,50414,#45349,,,,45349,09-04-20
"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 22, 2020",,"To forecast the COVID-19 epidemic trend in Iran, a set of dynamic models were created. In these models, the effect of climate and community behavior change on the reproductive number is modeled. A baseline scenario is also defined as letting the epidemic grow naturally, with no prevention/control interventions. Different levels of intervention are also defined based on the extent of population isolation. Outcomes of each scenario on the number of infected cases are computed. Modeling results shows that if effective isolation occurs in 10% of the population, 307,000 individuals will be infected with COVID-19 in Iran by May 20, 2020. For an isolation rate of 25%, started since March 10, 2020, cumulative number of deaths will be 13,450 individuals by May 20, 2020. If preventive efforts can reach a 32% effective isolation rate, a considerable decrease in the number of new cases would be expected during April and May, and the total number of deaths would decrease to 8,630. If the isolation rate increases to 40%, the total number of infected individuals is expected to be 6,030 individuals. It should be acknowledged that this model predicts the number of deaths of all COVID-19 cases, including those who will not be confirmed as COVID-19, because of non-testing or death prior to COVID-19 identification. This serious health issue requires both long-term and short-term planning and arrangements. Social distancing, and identification and isolation of suspected and confirmed cases are believed to be the most important and effective control measure, and should be strengthened soon. For further details on the methodology and results of these models, please visit: http://corona.behdasht.gov.ir/files/site1/files/Covid_Modeling_V14_26.12.98.pdf.",2020,,Arch Acad Emerg Med,,,,32259124,,50413,#45350,,,,45350,09-04-20
"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 23, 2020",,"After detection of the first confirmed cases of COVID-19 in Iran, the National Committee on COVID-19 Epidemiology in Ministry of Health and Medical Education was established. This Committee is official source of gathering, analyzing, and reporting the COVID-19 data in Iran. The data of all sources in the country including, medical care monitoring center (MCMC), Hospitals' Information Systems (HIS), Laboratory portal, the data of the center for communicable disease control (MOH), as well as the data from community health centers are integrated and used in this regards. This factsheet contain daily situation report on coronavirus disease (covid-19) in Iran; March 23, 2020.",2020,,Arch Acad Emerg Med,,,,32259126,,50412,#45351,,,,45351,09-04-20
